"","X","filename","decade","category","license","year","fees_usd","items","revenues_usd"
"3295",3295,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",2026,NA,NA,NA
"3296",3296,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Native Reptile Captive Propagation Permit",2026,NA,NA,NA
"3297",3297,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Native Reptile & Amphibian Permit (Take by Biological Supply House)",2026,NA,NA,NA
"3298",3298,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Animal Care, Detrimental",2026,NA,NA,NA
"3299",3299,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Animal Care, Welfare",2026,NA,NA,NA
"3300",3300,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Application Fee (Amended or Renewal)",2026,NA,NA,NA
"3301",3301,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Application Fee (New)",2026,NA,NA,NA
"3302",3302,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Aquaculture",2026,NA,NA,NA
"3303",3303,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit AZA, Detrimental",2026,NA,NA,NA
"3304",3304,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Breeding",2026,NA,NA,NA
"3305",3305,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Broker/Dealer (R)",2026,NA,NA,NA
"3306",3306,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Broker/Dealer (NR)",2026,NA,NA,NA
"3307",3307,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit ELE & MOU Fee",2026,NA,NA,NA
"3308",3308,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit ELE & MOU Renewal",2026,NA,NA,NA
"3309",3309,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Exhibiting (R)",2026,NA,NA,NA
"3310",3310,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Exhibiting (NR)",2026,NA,NA,NA
"3311",3311,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Fish",2026,NA,NA,NA
"3312",3312,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (Aquaculture & Fish)",2026,NA,NA,NA
"3313",3313,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (1-5 Enclosures)",2026,NA,NA,NA
"3314",3314,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (6-25 Enclosures)",2026,NA,NA,NA
"3315",3315,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (26-50 Enclosures)",2026,NA,NA,NA
"3316",3316,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (51-100 Enclosures)",2026,NA,NA,NA
"3317",3317,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (101+ Enclosures)",2026,NA,NA,NA
"3318",3318,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Native Species Exhibiting",2026,NA,NA,NA
"3319",3319,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Nuisance Bird Abatement (R)",2026,NA,NA,NA
"3320",3320,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Nuisance Bird Abatement (NR)",2026,NA,NA,NA
"3321",3321,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Research, Detrimental",2026,NA,NA,NA
"3322",3322,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Shelter",2026,NA,NA,NA
"3323",3323,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Single Event Breeding",2026,NA,NA,NA
"3324",3324,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Inland Fisheries",2026,NA,NA,NA
"3325",3325,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Inland Fisheries (Student)",2026,NA,NA,NA
"3326",3326,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Marine",2026,NA,NA,NA
"3327",3327,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Marine (Student)",2026,NA,NA,NA
"3328",3328,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Terrestrial Wildlife",2026,NA,NA,NA
"3329",3329,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Terrestrial Wildlife (Student)",2026,NA,NA,NA
"3330",3330,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Application Fee",2026,NA,NA,NA
"3331",3331,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Application Fee (Student)",2026,NA,NA,NA
"3332",3332,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Inland Fisheries",2026,NA,NA,NA
"3333",3333,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Inland Fisheries (Student)",2026,NA,NA,NA
"3334",3334,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Marine",2026,NA,NA,NA
"3335",3335,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Marine (Student)",2026,NA,NA,NA
"3336",3336,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Terrestrial Wildlife",2026,NA,NA,NA
"3337",3337,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Terrestrial Wildlife (Student)",2026,NA,NA,NA
"3338",3338,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee",2026,NA,NA,NA
"3339",3339,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee (Student)",2026,NA,NA,NA
"3340",3340,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Inland Fisheries",2026,NA,NA,NA
"3341",3341,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Inland Fisheries (Student)",2026,NA,NA,NA
"3342",3342,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Marine",2026,NA,NA,NA
"3343",3343,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Marine (Student)",2026,NA,NA,NA
"3344",3344,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Terrestrial Wildlife",2026,NA,NA,NA
"3345",3345,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Terrestrial Wildlife (Student)",2026,NA,NA,NA
"3346",3346,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use",2026,NA,NA,NA
"3347",3347,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use (Student)",2026,NA,NA,NA
"3348",3348,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Trapping License (Junior) (Pest Control Only)",2026,NA,NA,NA
"3349",3349,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Trapping License (R) (Pest Control Only)",2026,NA,NA,NA
"3350",3350,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Trapping License (NR) (Pest Control Only)",2026,NA,NA,NA
"3351",3351,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Warden Stamp",2026,NA,NA,NA
"3352",3352,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration (New)",2027,NA,NA,NA
"3353",3353,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration (Renewal)",2027,NA,NA,NA
"3354",3354,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration Late Fee",2027,NA,NA,NA
"3355",3355,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration Surcharge",2027,NA,NA,NA
"3356",3356,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (1 Property)",2027,NA,NA,NA
"3357",3357,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (2-5 Properties)",2027,NA,NA,NA
"3358",3358,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (6-10 Properties)",2027,NA,NA,NA
"3359",3359,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (11 or More Properties)",2027,NA,NA,NA
"3360",3360,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Native Rattlesnake (New)",2027,NA,NA,NA
"3361",3361,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Native Rattlesnake (Renewal)",2027,NA,NA,NA
"3362",3362,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Native Rattlesnake Inspection Fee",2027,NA,NA,NA
"3363",3363,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Bird Seals (50 Per Book)",2027,NA,NA,NA
"3364",3364,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Breeder's License Class 1",2027,NA,NA,NA
"3365",3365,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Breeder's License Class 2",2027,NA,NA,NA
"3366",3366,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Mammal Tags",2027,NA,NA,NA
"3367",3367,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconer Raptor Capture Permit (NR)",2027,NA,NA,NA
"3368",3368,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry License Application Fee",2027,NA,NA,NA
"3369",3369,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry License",2027,NA,NA,NA
"3370",3370,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry Inspection Fee (1-5 Enclosures)",2027,NA,NA,NA
"3371",3371,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry Additional Inspection Fee (Per Enclosures Over 5)",2027,NA,NA,NA
"3372",3372,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fallow Deer Farming Permit",2027,NA,NA,NA
"3373",3373,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fallow Deer Farming Permit Application Fee",2027,NA,NA,NA
"3374",3374,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fallow Deer Farming Permit Inspection Fee",2027,NA,NA,NA
"3375",3375,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fully Protected Species Permit",2027,NA,NA,NA
"3376",3376,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fur Agent License",2027,NA,NA,NA
"3377",3377,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fur Dealer License",2027,NA,NA,NA
"3378",3378,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Game Bird Club Seals (100 Per Book)",2027,NA,NA,NA
"3379",3379,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Guide License (R)",2027,NA,NA,NA
"3380",3380,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Guide License (NR)",2027,NA,NA,NA
"3381",3381,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Lands Pass - 1-Day",2027,NA,NA,NA
"3382",3382,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Lands Pass – Annual",2027,NA,NA,NA
"3383",3383,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Guide Employee Registration",2027,NA,NA,NA
"3384",3384,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",2027,NA,NA,NA
"3385",3385,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club Zone A - over 500 acres",2027,NA,NA,NA
"3386",3386,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club Zone B - 500 acres or less",2027,NA,NA,NA
"3387",3387,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club Zone B - over 500 acres",2027,NA,NA,NA
"3388",3388,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",2027,NA,NA,NA
"3389",3389,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Native Reptile Captive Propagation Permit",2027,NA,NA,NA
"3390",3390,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Native Reptile & Amphibian Permit (Take by Biological Supply House)",2027,NA,NA,NA
"3391",3391,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Animal Care, Detrimental",2027,NA,NA,NA
"3392",3392,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Animal Care, Welfare",2027,NA,NA,NA
"3393",3393,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Application Fee (Amended or Renewal)",2027,NA,NA,NA
"3394",3394,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Application Fee (New)",2027,NA,NA,NA
"3395",3395,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Aquaculture",2027,NA,NA,NA
"3396",3396,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit AZA, Detrimental",2027,NA,NA,NA
"3397",3397,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Breeding",2027,NA,NA,NA
"3398",3398,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Broker/Dealer (R)",2027,NA,NA,NA
"3399",3399,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Broker/Dealer (NR)",2027,NA,NA,NA
"3400",3400,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit ELE & MOU Fee",2027,NA,NA,NA
"3401",3401,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit ELE & MOU Renewal",2027,NA,NA,NA
"3402",3402,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Exhibiting (R)",2027,NA,NA,NA
"3403",3403,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Exhibiting (NR)",2027,NA,NA,NA
"3404",3404,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Fish",2027,NA,NA,NA
"3405",3405,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (Aquaculture & Fish)",2027,NA,NA,NA
"3406",3406,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (1-5 Enclosures)",2027,NA,NA,NA
"3407",3407,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (6-25 Enclosures)",2027,NA,NA,NA
"3408",3408,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (26-50 Enclosures)",2027,NA,NA,NA
"3409",3409,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (51-100 Enclosures)",2027,NA,NA,NA
"3410",3410,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Inspection Fee (101+ Enclosures)",2027,NA,NA,NA
"3411",3411,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Native Species Exhibiting",2027,NA,NA,NA
"3412",3412,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Nuisance Bird Abatement (R)",2027,NA,NA,NA
"3413",3413,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Nuisance Bird Abatement (NR)",2027,NA,NA,NA
"3414",3414,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Research, Detrimental",2027,NA,NA,NA
"3415",3415,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Shelter",2027,NA,NA,NA
"3416",3416,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Single Event Breeding",2027,NA,NA,NA
"3417",3417,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Inland Fisheries",2027,NA,NA,NA
"3418",3418,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Inland Fisheries (Student)",2027,NA,NA,NA
"3419",3419,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Marine",2027,NA,NA,NA
"3420",3420,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Marine (Student)",2027,NA,NA,NA
"3421",3421,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Terrestrial Wildlife",2027,NA,NA,NA
"3422",3422,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Application Fee Terrestrial Wildlife (Student)",2027,NA,NA,NA
"3423",3423,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Application Fee",2027,NA,NA,NA
"3424",3424,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Application Fee (Student)",2027,NA,NA,NA
"3425",3425,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Inland Fisheries",2027,NA,NA,NA
"3426",3426,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Inland Fisheries (Student)",2027,NA,NA,NA
"3427",3427,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Marine",2027,NA,NA,NA
"3428",3428,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Marine (Student)",2027,NA,NA,NA
"3429",3429,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Terrestrial Wildlife",2027,NA,NA,NA
"3430",3430,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Amendment Fee Terrestrial Wildlife (Student)",2027,NA,NA,NA
"3431",3431,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee",2027,NA,NA,NA
"3432",3432,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use Amendment Fee (Student)",2027,NA,NA,NA
"3433",3433,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Inland Fisheries",2027,NA,NA,NA
"3434",3434,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Inland Fisheries (Student)",2027,NA,NA,NA
"3435",3435,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Marine",2027,NA,NA,NA
"3436",3436,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Marine (Student)",2027,NA,NA,NA
"3437",3437,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Terrestrial Wildlife",2027,NA,NA,NA
"3438",3438,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit General Use Terrestrial Wildlife (Student)",2027,NA,NA,NA
"3439",3439,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use",2027,NA,NA,NA
"3440",3440,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Scientific Collecting Permit Specific Use (Student)",2027,NA,NA,NA
"3441",3441,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Trapping License (Junior) (Pest Control Only)",2027,NA,NA,NA
"3442",3442,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Trapping License (R) (Pest Control Only)",2027,NA,NA,NA
"3443",3443,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Trapping License (NR) (Pest Control Only)",2027,NA,NA,NA
"3444",3444,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Warden Stamp",2027,NA,NA,NA
"3445",3445,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration (New)",2028,NA,NA,NA
"3446",3446,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration (Renewal)",2028,NA,NA,NA
"3447",3447,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration Late Fee",2028,NA,NA,NA
"3448",3448,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Aquaculture Registration Surcharge",2028,NA,NA,NA
"3449",3449,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (1 Property)",2028,NA,NA,NA
"3450",3450,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (2-5 Properties)",2028,NA,NA,NA
"3451",3451,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (6-10 Properties)",2028,NA,NA,NA
"3452",3452,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Hunting Club License (11 or More Properties)",2028,NA,NA,NA
"3453",3453,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Native Rattlesnake (New)",2028,NA,NA,NA
"3454",3454,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Native Rattlesnake (Renewal)",2028,NA,NA,NA
"3455",3455,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Commercial Native Rattlesnake Inspection Fee",2028,NA,NA,NA
"3456",3456,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Bird Seals (50 Per Book)",2028,NA,NA,NA
"3457",3457,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Breeder's License Class 1",2028,NA,NA,NA
"3458",3458,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Breeder's License Class 2",2028,NA,NA,NA
"3459",3459,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Domesticated Game Mammal Tags",2028,NA,NA,NA
"3460",3460,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconer Raptor Capture Permit (NR)",2028,NA,NA,NA
"3461",3461,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry License Application Fee",2028,NA,NA,NA
"3462",3462,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry License",2028,NA,NA,NA
"3463",3463,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry Inspection Fee (1-5 Enclosures)",2028,NA,NA,NA
"3464",3464,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Falconry Additional Inspection Fee (Per Enclosures Over 5)",2028,NA,NA,NA
"3465",3465,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fallow Deer Farming Permit",2028,NA,NA,NA
"3466",3466,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fallow Deer Farming Permit Application Fee",2028,NA,NA,NA
"3467",3467,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fallow Deer Farming Permit Inspection Fee",2028,NA,NA,NA
"3468",3468,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fully Protected Species Permit",2028,NA,NA,NA
"3469",3469,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fur Agent License",2028,NA,NA,NA
"3470",3470,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Fur Dealer License",2028,NA,NA,NA
"3471",3471,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Game Bird Club Seals (100 Per Book)",2028,NA,NA,NA
"3472",3472,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Guide License (R)",2028,NA,NA,NA
"3473",3473,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Guide License (NR)",2028,NA,NA,NA
"3474",3474,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Lands Pass - 1-Day",2028,NA,NA,NA
"3475",3475,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Lands Pass – Annual",2028,NA,NA,NA
"3476",3476,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Guide Employee Registration",2028,NA,NA,NA
"3477",3477,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club, Zone A - 500 acres or less",2028,NA,NA,NA
"3478",3478,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club Zone A - over 500 acres",2028,NA,NA,NA
"3479",3479,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club Zone B - 500 acres or less",2028,NA,NA,NA
"3480",3480,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Game Bird Club Zone B - over 500 acres",2028,NA,NA,NA
"3481",3481,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",2028,NA,NA,NA
"3482",3482,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Native Reptile Captive Propagation Permit",2028,NA,NA,NA
"3483",3483,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Native Reptile & Amphibian Permit (Take by Biological Supply House)",2028,NA,NA,NA
"3484",3484,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Animal Care, Detrimental",2028,NA,NA,NA
"3485",3485,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Animal Care, Welfare",2028,NA,NA,NA
"3486",3486,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Application Fee (Amended or Renewal)",2028,NA,NA,NA
"3487",3487,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Application Fee (New)",2028,NA,NA,NA
"3488",3488,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Aquaculture",2028,NA,NA,NA
"3489",3489,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit AZA, Detrimental",2028,NA,NA,NA
"3490",3490,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Breeding",2028,NA,NA,NA
"3491",3491,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Broker/Dealer (R)",2028,NA,NA,NA
"3492",3492,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Broker/Dealer (NR)",2028,NA,NA,NA
"3493",3493,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit ELE & MOU Fee",2028,NA,NA,NA
"3494",3494,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit ELE & MOU Renewal",2028,NA,NA,NA
"3495",3495,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Exhibiting (R)",2028,NA,NA,NA
"3496",3496,"tabula-2020s Fees Special Permits.csv","2020s","Licenses","Restricted Species Permit Exhibiting (NR)",2028,NA,NA,NA
