"license_type","license","year","value"
"Limited Entry & Restricted Access","Salmon Vessel Permit",1981,699
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1981,NA
"Late Fees","Salmon Vessel Late Fee",1981,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1981,107
"Nonrestrictive Permits","Kelp License",1981,51
"Nonrestrictive Permits","Kelp Harvester License",1981,NA
"Nonrestrictive Permits","Oyster Permit",1981,20
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1981,NA
"Nonrestrictive Permits","Shark Permit",1981,192
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1981,NA
"Nonrestrictive Permits","Swordfish Permit",1981,429
"Nonrestrictive Permits","Trap Permit",1981,NA
"Nonrestrictive Permits","Total Commercial Fishing",1981,38942
"Registration","Comm Fishing License",1982,19176
"Registration","Comm Boat Registration",1982,8173
"Registration","Comm Passenger Fishing Vessel",1982,500
"Registration","Comm Salmon Stamp",1982,8447
"Registration","John Doe Salmon Stamp",1982,NA
"Registration","Abalone Diving Upgrade Stamp",1982,NA
"Registration","Augmented Salmon Stamp",1982,NA
"Registration","Augmented Salmon Stamp Student",1982,NA
"Registration","Junior Comm Fish License",1982,NA
"Registration","Student Comm Fish",1982,NA
"Registration","Student Comm Salmon Stamp",1982,NA
"Registration","Comm Ocean Enhancement Stamp",1982,NA
"Limited Entry & Restricted Access","Abalone Diving Permit",1982,174
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1982,228
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1982,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1982,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1982,460
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1982,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1982,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1982,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1982,NA
"Limited Entry & Restricted Access","Lobster Permit",1982,374
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1982,NA
"Limited Entry & Restricted Access","Salmon Vessel Permit",1982,5964
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1982,NA
"Late Fees","Salmon Vessel Late Fee",1982,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1982,116
"Nonrestrictive Permits","Kelp License",1982,50
"Nonrestrictive Permits","Kelp Harvester License",1982,NA
"Nonrestrictive Permits","Oyster Permit",1982,14
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1982,NA
"Nonrestrictive Permits","Shark Permit",1982,185
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1982,NA
"Nonrestrictive Permits","Swordfish Permit",1982,317
"Nonrestrictive Permits","Trap Permit",1982,NA
"Nonrestrictive Permits","Total Commercial Fishing",1982,44178
"Registration","Comm Fishing License",1983,15509
"Registration","Comm Boat Registration",1983,8282
"Registration","Comm Passenger Fishing Vessel",1983,469
"Registration","Comm Salmon Stamp",1983,5407
"Registration","John Doe Salmon Stamp",1983,NA
"Registration","Abalone Diving Upgrade Stamp",1983,NA
"Registration","Augmented Salmon Stamp",1983,5054
"Registration","Augmented Salmon Stamp Student",1983,NA
"Registration","Junior Comm Fish License",1983,NA
"Registration","Student Comm Fish",1983,NA
"Registration","Student Comm Salmon Stamp",1983,NA
"Registration","Comm Ocean Enhancement Stamp",1983,NA
"Limited Entry & Restricted Access","Abalone Diving Permit",1983,167
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1983,0
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1983,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1983,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1983,656
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1983,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1983,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1983,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1983,NA
"Limited Entry & Restricted Access","Lobster Permit",1983,416
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1983,70
"Limited Entry & Restricted Access","Salmon Vessel Permit",1983,4626
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1983,NA
"Late Fees","Salmon Vessel Late Fee",1983,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1983,91
"Nonrestrictive Permits","Kelp License",1983,15
"Nonrestrictive Permits","Kelp Harvester License",1983,NA
"Nonrestrictive Permits","Oyster Permit",1983,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1983,NA
"Nonrestrictive Permits","Shark Permit",1983,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1983,NA
"Nonrestrictive Permits","Swordfish Permit",1983,185
"Nonrestrictive Permits","Trap Permit",1983,NA
"Nonrestrictive Permits","Total Commercial Fishing",1983,40947
"Registration","Comm Fishing License",1984,14457
"Registration","Comm Boat Registration",1984,7678
"Registration","Comm Passenger Fishing Vessel",1984,463
"Registration","Comm Salmon Stamp",1984,4086
"Registration","John Doe Salmon Stamp",1984,NA
"Registration","Abalone Diving Upgrade Stamp",1984,NA
"Registration","Augmented Salmon Stamp",1984,4607
"Registration","Augmented Salmon Stamp Student",1984,NA
"Registration","Junior Comm Fish License",1984,NA
"Registration","Student Comm Fish",1984,NA
"Registration","Student Comm Salmon Stamp",1984,NA
"Registration","Comm Ocean Enhancement Stamp",1984,989
"Limited Entry & Restricted Access","Abalone Diving Permit",1984,161
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1984,33
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1984,226
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1984,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1984,868
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1984,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1984,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1984,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1984,NA
"Limited Entry & Restricted Access","Lobster Permit",1984,450
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1984,82
"Limited Entry & Restricted Access","Salmon Vessel Permit",1984,4134
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1984,NA
"Late Fees","Salmon Vessel Late Fee",1984,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1984,84
"Nonrestrictive Permits","Kelp License",1984,22
"Nonrestrictive Permits","Kelp Harvester License",1984,NA
"Nonrestrictive Permits","Oyster Permit",1984,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1984,NA
"Nonrestrictive Permits","Shark Permit",1984,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1984,66
"Nonrestrictive Permits","Swordfish Permit",1984,153
"Nonrestrictive Permits","Trap Permit",1984,NA
"Nonrestrictive Permits","Total Commercial Fishing",1984,38559
"Registration","Comm Fishing License",1985,14634
"Registration","Comm Boat Registration",1985,7188
"Registration","Comm Passenger Fishing Vessel",1985,587
"Registration","Comm Salmon Stamp",1985,6690
"Registration","John Doe Salmon Stamp",1985,NA
"Registration","Abalone Diving Upgrade Stamp",1985,NA
"Registration","Augmented Salmon Stamp",1985,5248
"Registration","Augmented Salmon Stamp Student",1985,25
"Registration","Junior Comm Fish License",1985,NA
"Registration","Student Comm Fish",1985,50
"Registration","Student Comm Salmon Stamp",1985,25
"Registration","Comm Ocean Enhancement Stamp",1985,1258
"Limited Entry & Restricted Access","Abalone Diving Permit",1985,130
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1985,33
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1985,229
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1985,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1985,1052
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1985,NA
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1985,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1985,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1985,NA
"Limited Entry & Restricted Access","Lobster Permit",1985,353
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1985,61
"Limited Entry & Restricted Access","Salmon Vessel Permit",1985,3903
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1985,NA
"Late Fees","Salmon Vessel Late Fee",1985,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1985,76
"Nonrestrictive Permits","Kelp License",1985,15
"Nonrestrictive Permits","Kelp Harvester License",1985,NA
"Nonrestrictive Permits","Oyster Permit",1985,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1985,NA
"Nonrestrictive Permits","Shark Permit",1985,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1985,70
"Nonrestrictive Permits","Swordfish Permit",1985,146
"Nonrestrictive Permits","Trap Permit",1985,NA
"Nonrestrictive Permits","Total Commercial Fishing",1985,41773
"Registration","Comm Fishing License",1986,14837
"Registration","Comm Boat Registration",1986,7049
"Registration","Comm Passenger Fishing Vessel",1986,617
"Registration","Comm Salmon Stamp",1986,5697
"Registration","John Doe Salmon Stamp",1986,NA
"Registration","Abalone Diving Upgrade Stamp",1986,3
"Registration","Augmented Salmon Stamp",1986,5355
"Registration","Augmented Salmon Stamp Student",1986,26
"Registration","Junior Comm Fish License",1986,NA
"Registration","Student Comm Fish",1986,43
"Registration","Student Comm Salmon Stamp",1986,22
"Registration","Comm Ocean Enhancement Stamp",1986,1435
"Limited Entry & Restricted Access","Abalone Diving Permit",1986,130
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1986,7
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1986,251
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1986,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1986,920
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1986,339
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1986,72
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1986,26
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1986,17
"Limited Entry & Restricted Access","Lobster Permit",1986,378
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1986,97
"Limited Entry & Restricted Access","Salmon Vessel Permit",1986,3749
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1986,212
"Late Fees","Salmon Vessel Late Fee",1986,NA
"Nonrestrictive Permits","Abalone Crew Member Permit",1986,44
"Nonrestrictive Permits","Kelp License",1986,24
"Nonrestrictive Permits","Kelp Harvester License",1986,NA
"Nonrestrictive Permits","Oyster Permit",1986,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1986,NA
"Nonrestrictive Permits","Shark Permit",1986,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1986,64
"Nonrestrictive Permits","Swordfish Permit",1986,159
"Nonrestrictive Permits","Trap Permit",1986,NA
"Nonrestrictive Permits","Total Commercial Fishing",1986,41573
"Registration","Comm Fishing License",1987,14458
"Registration","Comm Boat Registration",1987,6661
"Registration","Comm Passenger Fishing Vessel",1987,593
"Registration","Comm Salmon Stamp",1987,5034
"Registration","John Doe Salmon Stamp",1987,NA
"Registration","Abalone Diving Upgrade Stamp",1987,NA
"Registration","Augmented Salmon Stamp",1987,0
"Registration","Augmented Salmon Stamp Student",1987,NA
"Registration","Junior Comm Fish License",1987,NA
"Registration","Student Comm Fish",1987,47
"Registration","Student Comm Salmon Stamp",1987,21
"Registration","Comm Ocean Enhancement Stamp",1987,1179
"Limited Entry & Restricted Access","Abalone Diving Permit",1987,133
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1987,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1987,218
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1987,27
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1987,800
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1987,344
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1987,76
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1987,26
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1987,17
"Limited Entry & Restricted Access","Lobster Permit",1987,343
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1987,145
"Limited Entry & Restricted Access","Salmon Vessel Permit",1987,3497
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1987,938
"Late Fees","Salmon Vessel Late Fee",1987,486
"Nonrestrictive Permits","Abalone Crew Member Permit",1987,NA
"Nonrestrictive Permits","Kelp License",1987,NA
"Nonrestrictive Permits","Kelp Harvester License",1987,7
"Nonrestrictive Permits","Oyster Permit",1987,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1987,NA
"Nonrestrictive Permits","Shark Permit",1987,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1987,93
"Nonrestrictive Permits","Swordfish Permit",1987,134
"Nonrestrictive Permits","Trap Permit",1987,652
"Nonrestrictive Permits","Total Commercial Fishing",1987,35930
"Registration","Comm Fishing License",1988,15228
"Registration","Comm Boat Registration",1988,6710
"Registration","Comm Passenger Fishing Vessel",1988,624
"Registration","Comm Salmon Stamp",1988,5452
"Registration","John Doe Salmon Stamp",1988,NA
"Registration","Abalone Diving Upgrade Stamp",1988,NA
"Registration","Augmented Salmon Stamp",1988,NA
"Registration","Augmented Salmon Stamp Student",1988,NA
"Registration","Junior Comm Fish License",1988,NA
"Registration","Student Comm Fish",1988,239
"Registration","Student Comm Salmon Stamp",1988,65
"Registration","Comm Ocean Enhancement Stamp",1988,1120
"Limited Entry & Restricted Access","Abalone Diving Permit",1988,123
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1988,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1988,207
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1988,26
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1988,742
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1988,345
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1988,75
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1988,26
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1988,17
"Limited Entry & Restricted Access","Lobster Permit",1988,310
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1988,157
"Limited Entry & Restricted Access","Salmon Vessel Permit",1988,3488
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1988,715
"Late Fees","Salmon Vessel Late Fee",1988,475
"Nonrestrictive Permits","Abalone Crew Member Permit",1988,NA
"Nonrestrictive Permits","Kelp License",1988,NA
"Nonrestrictive Permits","Kelp Harvester License",1988,40
"Nonrestrictive Permits","Oyster Permit",1988,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1988,NA
"Nonrestrictive Permits","Shark Permit",1988,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1988,91
"Nonrestrictive Permits","Swordfish Permit",1988,104
"Nonrestrictive Permits","Trap Permit",1988,791
"Nonrestrictive Permits","Total Commercial Fishing",1988,37171
"Registration","Comm Fishing License",1989,15151
"Registration","Comm Boat Registration",1989,6704
"Registration","Comm Passenger Fishing Vessel",1989,732
"Registration","Comm Salmon Stamp",1989,5431
"Registration","John Doe Salmon Stamp",1989,NA
"Registration","Abalone Diving Upgrade Stamp",1989,NA
"Registration","Augmented Salmon Stamp",1989,NA
"Registration","Augmented Salmon Stamp Student",1989,NA
"Registration","Junior Comm Fish License",1989,NA
"Registration","Student Comm Fish",1989,138
"Registration","Student Comm Salmon Stamp",1989,39
"Registration","Comm Ocean Enhancement Stamp",1989,1236
"Limited Entry & Restricted Access","Abalone Diving Permit",1989,124
"Limited Entry & Restricted Access","Central Ca - Drift Gill",1989,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1989,189
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1989,23
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1989,665
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1989,346
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1989,74
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1989,26
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1989,17
"Limited Entry & Restricted Access","Lobster Permit",1989,370
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1989,161
"Limited Entry & Restricted Access","Salmon Vessel Permit",1989,3461
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1989,644
"Late Fees","Salmon Vessel Late Fee",1989,187
"Nonrestrictive Permits","Abalone Crew Member Permit",1989,NA
"Nonrestrictive Permits","Kelp License",1989,NA
"Nonrestrictive Permits","Kelp Harvester License",1989,47
"Nonrestrictive Permits","Oyster Permit",1989,NA
"Nonrestrictive Permits","Sea Urchin Apprentice Permit",1989,87
"Nonrestrictive Permits","Shark Permit",1989,NA
"Nonrestrictive Permits","Spot & Ridgeback Prawn Permit",1989,89
"Nonrestrictive Permits","Swordfish Permit",1989,88
"Nonrestrictive Permits","Trap Permit",1989,1022
"Nonrestrictive Permits","Total Commercial Fishing",1989,37051
"Registration","Comm Fishing License (R)",1990,14430
"Registration","Comm Fishing License (NR)",1990,NA
"Registration","Comm Fishing - Crewmember (R)",1990,NA
"Registration","Comm Fishing - Operator (R)",1990,25
"Registration","Comm Fishing - Crewmember Upgrade (R)",1990,NA
"Registration","Comm Boat Registration (R)",1990,6621
"Registration","Comm Boat Registration (NR)",1990,NA
"Registration","Comm Passenger Fishing Vessel",1990,728
"Registration","Comm Passenger Fishing Vessel W/Salmon",1990,NA
"Registration","Comm Aircraft Registration",1990,NA
"Registration","Comm Salmon Stamp",1990,4705
"Registration","John Doe Salmon Stamp",1990,NA
"Registration","Junior Comm Fish License",1990,110
"Registration","Junior Comm Salmon Stamp",1990,22
"Registration","Comm Ocean Enhancement Stamp",1990,1217
"Limited Entry & Restricted Access","Abalone Diving Permit",1990,124
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1990,183
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1990,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1990,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1990,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1990,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1990,22
"Limited Entry & Restricted Access","Finfish Trap Permit",1990,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1990,593
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1990,331
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1990,89
"Limited Entry & Restricted Access","Herring Stamp",1990,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1990,25
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1990,17
"Limited Entry & Restricted Access","Lobster Permit",1990,11
"Limited Entry & Restricted Access","Lobster Operator Permit",1990,407
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1990,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1990,132
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1990,NA
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1990,NA
"Limited Entry & Restricted Access","Salmon Vessel Permit",1990,3373
"Limited Entry & Restricted Access","Sea Cucumber",1990,NA
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1990,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1990,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1990,606
"Late Fees","Limited Entry Late Fee",1990,NA
"Late Fees","Market Squid/Light Vessel Late Fee",1990,NA
"Late Fees","Salmon Vessel Late Fee",1990,270
"Registration","Comm Fishing License (R)",1991,NA
"Registration","Comm Fishing License (NR)",1991,NA
"Registration","Comm Fishing - Crewmember (R)",1991,7758
"Registration","Comm Fishing - Operator (R)",1991,6590
"Registration","Comm Fishing - Crewmember Upgrade (R)",1991,NA
"Registration","Comm Boat Registration (R)",1991,6744
"Registration","Comm Boat Registration (NR)",1991,NA
"Registration","Comm Passenger Fishing Vessel",1991,564
"Registration","Comm Passenger Fishing Vessel W/Salmon",1991,NA
"Registration","Comm Aircraft Registration",1991,NA
"Registration","Comm Salmon Stamp",1991,4155
"Registration","John Doe Salmon Stamp",1991,NA
"Registration","Junior Comm Fish License",1991,100
"Registration","Junior Comm Salmon Stamp",1991,11
"Registration","Comm Ocean Enhancement Stamp",1991,984
"Limited Entry & Restricted Access","Abalone Diving Permit",1991,120
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1991,165
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1991,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1991,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1991,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1991,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1991,20
"Limited Entry & Restricted Access","Finfish Trap Permit",1991,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1991,438
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1991,329
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1991,91
"Limited Entry & Restricted Access","Herring Stamp",1991,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1991,26
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1991,16
"Limited Entry & Restricted Access","Lobster Permit",1991,5
"Limited Entry & Restricted Access","Lobster Operator Permit",1991,350
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1991,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1991,176
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1991,NA
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1991,NA
"Limited Entry & Restricted Access","Salmon Vessel Permit",1991,3248
"Limited Entry & Restricted Access","Sea Cucumber",1991,NA
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1991,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1991,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1991,568
"Late Fees","Limited Entry Late Fee",1991,NA
"Late Fees","Market Squid/Light Vessel Late Fee",1991,NA
"Late Fees","Salmon Vessel Late Fee",1991,299
"Registration","Comm Fishing License (R)",1992,12180
"Registration","Comm Fishing License (NR)",1992,NA
"Registration","Comm Fishing - Crewmember (R)",1992,NA
"Registration","Comm Fishing - Operator (R)",1992,NA
"Registration","Comm Fishing - Crewmember Upgrade (R)",1992,NA
"Registration","Comm Boat Registration (R)",1992,6221
"Registration","Comm Boat Registration (NR)",1992,NA
"Registration","Comm Passenger Fishing Vessel",1992,515
"Registration","Comm Passenger Fishing Vessel W/Salmon",1992,NA
"Registration","Comm Aircraft Registration",1992,9
"Registration","Comm Salmon Stamp",1992,3444
"Registration","John Doe Salmon Stamp",1992,NA
"Registration","Junior Comm Fish License",1992,69
"Registration","Junior Comm Salmon Stamp",1992,8
"Registration","Comm Ocean Enhancement Stamp",1992,898
"Limited Entry & Restricted Access","Abalone Diving Permit",1992,117
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1992,149
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1992,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1992,805
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1992,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1992,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1992,18
"Limited Entry & Restricted Access","Finfish Trap Permit",1992,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1992,376
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1992,323
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1992,97
"Limited Entry & Restricted Access","Herring Stamp",1992,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1992,25
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1992,16
"Limited Entry & Restricted Access","Lobster Permit",1992,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1992,351
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1992,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1992,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1992,NA
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1992,NA
"Limited Entry & Restricted Access","Salmon Vessel Permit",1992,2974
"Limited Entry & Restricted Access","Sea Cucumber",1992,134
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1992,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1992,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1992,537
"Late Fees","Limited Entry Late Fee",1992,NA
"Late Fees","Market Squid/Light Vessel Late Fee",1992,NA
"Late Fees","Salmon Vessel Late Fee",1992,NA
"Registration","Comm Fishing License (R)",1993,NA
"Registration","Comm Fishing License (NR)",1993,751
"Registration","Comm Fishing - Crewmember (R)",1993,5618
"Registration","Comm Fishing - Operator (R)",1993,4963
"Registration","Comm Fishing - Crewmember Upgrade (R)",1993,NA
"Registration","Comm Boat Registration (R)",1993,5136
"Registration","Comm Boat Registration (NR)",1993,397
"Registration","Comm Passenger Fishing Vessel",1993,375
"Registration","Comm Passenger Fishing Vessel W/Salmon",1993,NA
"Registration","Comm Aircraft Registration",1993,22
"Registration","Comm Salmon Stamp",1993,3455
"Registration","John Doe Salmon Stamp",1993,NA
"Registration","Junior Comm Fish License",1993,61
"Registration","Junior Comm Salmon Stamp",1993,14
"Registration","Comm Ocean Enhancement Stamp",1993,237
"Limited Entry & Restricted Access","Abalone Diving Permit",1993,115
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1993,117
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1993,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1993,713
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1993,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1993,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1993,15
"Limited Entry & Restricted Access","Finfish Trap Permit",1993,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1993,290
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1993,314
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1993,85
"Limited Entry & Restricted Access","Herring Stamp",1993,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1993,26
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1993,15
"Limited Entry & Restricted Access","Lobster Permit",1993,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1993,271
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1993,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1993,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1993,NA
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1993,NA
"Limited Entry & Restricted Access","Salmon Vessel Permit",1993,2741
