CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,SRC_ID_IND,FCLTY_NM,DESCRIPTN,ADDRESS,OTHER_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,AUTHORITY,OPERATOR,COMMODITY,STOR_CPCTY,DATA_SRCE,TYPE_USE,BERTH_DESC,SHAPE,SEQ_ID,X,Y
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,288,N,Hospital Bay,Port,"Garden Bay, BC","PO Box 118, Maderia Park, BC  V0N 2H0",,V0N 2H0,Garden Bay,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.632031,-124.031694,Hospital Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Pender Harbour,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,dock and floats,,283,-124.03169399396008,49.632031000225226
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,289,N,Comox,Port,"Comox, BC","PO Box 1258, 121 Port Augusta Ave, Comox, BC  V9M 3N8",,V9M 3N8,Comox,,,,http://www.haa.bc.ca/harbour/comox,,49.6701536,-124.9277838,Comox; Vancouver Island; Port; Fishing; Small Craft Harbour; Marina,20200121073233,,Comox Valley Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, fuel sales, water, lights, garbage, restroom facilities, laundry, parking, security, pumpout, pay phone",BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours,Fishing ,"wharf and floats, breakwater derrick",,517,-124.92778380339502,49.6701536355901
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,290,N,Gold River Terminal,Terminal,"Gold River, BC","Gold River, BC",,,Gold River,,,,http://www.kingstoncorp.com/green_island.cfm,,49.6787209,-126.1248372,Gold River; Terminal; Private Port; Muchalat Inlet,20200121073233,,Not available,Green Island Energy,thermal power,"2 deep sea docks, 2 barge ramps, 300,000 square feet of covered warehouse space, 40 acres of paved open storage",Green Island Energy; BC Ports Handbook 2014,Energy,"Berth #1: length 202 m x 22 m wide, depth 11 m; Berth #2 length 166 m x 20 m wide, depth 11 m",,321,-126.12483719777143,49.67872092396705
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,291,N,Courtenay Slough,Port,"Courtenay, BC","PO Box 1258, 121 Port Augusta Ave, Comox, BC  V9M 3N8",,V9M 3N8,Courtenay,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/ha-ap-eng.asp?p=bc#PA052,,49.6931006,-124.9926889,Courtenay Slough; Fishing; Core; Vancouver Island,20200121073233,,Comox Valley Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, security, restroom facilities, pay phone",BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours,Fishing ,wharf and floats,,473,-124.99268889791102,49.69310061824599
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,292,N,Texada Quarrying Marine Terminal,Terminal,"Van Anda, BC","PO Box 160, Van Anda, BC  V0N 3K0",,V0N 3K0,Van Anda,,,,http://www.lafarge-na.com/wps/portal/na/en/6_4_A_1-EnvironmentDetail?WCM_GLOBAL_CONTEXT=/wps/wcm/connectlib_na/Site_na/AllCS/Env/Biodiversity/CS20110609b/CSEN,,49.700477,-124.5515135,Texada; Quarry; Terminal; Strait of Georgia,20200121073233,,Powell River Harbour Authority,Lafarge,limestone,N/A,BC Ports Handbook 2014; Lafarge Canada,Bulk,depth 14.0 m,,543,-124.55151349598675,49.70047695071714
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,293,N,Squamish Terminals Ltd,Terminal,"37500 3rd Ave, Squamish, BC","37500 3rd Ave, Squamish, BC",37500 3rd Ave,V8B 0B1,Squamish,,,,http://www.sqterminals.com/,,49.6848942,-123.1740546,Squamish; Terminal; Howe Sound; Steel; Lumber; Cargo,20200121073233,,Squamish Harbour  Authority,Squamish Terminals Ltd,"steel, lumber, wood pulp, general cargo","3 covered warehouses occupy 47,410 sq m (direct truck and rail access)",British Columbia Harbour Authority; BC Ports Handbook 2014; Squamish Terminals Ltd.,Bulk and Cargo,"East Berth: length 137 m, depth 11.7 m; West berth: length 152 m, depth 12 m",,403,-123.1740545934383,49.68489424253685
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,294,N,Squamish,Port,"Squamish, BC","PO Box 97, Squamish, BC  V8B 0A1",,V8B 0A1,Squamish,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.69461,-123.154476,Squamish; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Squamish,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pay phone, restroom facilities, pumpout",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick",,239,-123.15447600415064,49.694610002454894
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,295,N,Egmont,Port,"Egmont, BC","General Delivery, Egmont, BC  V0N 1N0",,V0N 1N0,Egmont,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/ha-ap-eng.asp?p=bc,,49.749905,-123.929204,Egmont; Core; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Egmont Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,wharf and floats,,323,-123.92920400393304,49.749904996127164
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,296,N,Saltery Bay,Port,"Saltery Bay, BC","C-17 Saltery Bay RR #3, Powell River, BC  V8A 5C1",,V8A 5C1,Saltery Bay,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.7821194,-124.1764806,Saltery Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Saltery Bay Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,wharf and floats,,505,-124.17648060508907,49.7821194427315
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,297,N,Powell River South,Port,"6910 Duncan St, Powell River, BC","6910 Duncan St, Powell River, BC",6910 Duncan St,V8A 1V4,Powell River,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.8352734,-124.5296384,Powell River; Port; Fishing; Core; Small Craft Harbour ,20200121073233,,The Corporation of the District of Powell River,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pay phone, restroom facilities, storage, fuel sales",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, launch, breakwater",,451,-124.52963840688224,49.835273417083364
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,298,N,Powell River Paper Dock,Terminal,"6270 Yew St, Powell River, BC","6270 Yew St, Powell River, BC",6270 Yew St,V8A 4K1,Powell River,,,,http://www.catalystpaper.com/,,49.8692526,-124.5563443,Paper; Powell River; Terminal; Strait of Georgia,20200121073233,,The Corporation of the District of Powell River,Catalyst Paper Corporation,pulp and paper,Barge ramp for loading from warehouse storage,Catalyst Paper; BC Ports Handbook 2014; Harbour Authority of British Columbia,Pulp and Paper,"Scowberth: #1 length 145 m; #2 length 148 m, minimum depth alongside 9.5 m",,381,-124.55634429859381,49.869252545714545
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,299,N,Powell River Municipal Barge,Terminal,"6910 Duncan St, Powell River, BC","6910 Duncan St, Powell River, BC",6910 Duncan St,V8A 1V4,Powell River,,,,http://www.citytransfer.com/,,49.8696258,-124.5582166,Powell River; Terminal; Barge; Strait of Georgia; Lumber; gravel,20200121073233,,The Corporation of the District of Powell River,City Transfer,"lumber, gravel, goods",N/A,Harbour Authority of British Columbia; City Transfer; BC Ports Handbook 2014,Bulk,"1 public barge ramp with 99,000 gvw and 2 beach ramps",,421,-124.55821660005867,49.86962577846317
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,300,N,Zebellos,Port,"Zeballos, BC","PO Box 99, 125 Maquinna Ave, Zebellos, BC  V0P 2A0",,V0P 2A0,Zeballos,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.97922,-126.843678,Zebellos; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Zebellos Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, garbage, lights, parking, pay phone, restroom facilities",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, launch",,485,-126.8436779994043,49.97922000166256
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,301,N,Lund,Port,"Lund, BC","PO Box 113, Lund, BC  V0N 2G0",,V0N 2G0,Lund,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.9822745,-124.7625537,Lund; Delta; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Lund Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, storage, restroom facilities, security, pumpout",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing ,"wharf and floats, breakwater, launch, derrick",,253,-124.76255370634921,49.98227447249068
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,302,N,Finn Bay,Port,"Lund, BC","PO Box 65, Lund, BC  V0N 2G0",,V0N 2G0,Lund,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.985108,-124.769189,Finn Bay; Core; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Lund Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour",Hydro,Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia,Fishing ,floats,,397,-124.76918899822543,49.9851080010412
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,303,N,Okeover Inlet,Port,"Lund, BC","10100 Malaspina Rd, Powell River, BC  V8A 0G3",,V8A 0G3,Lund,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,49.9911887,-124.7115871,Okeover Inlet; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Okeover Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, pay phone, security",Department of Fisheries and Oceans Small Craft Harbours,Fishing ,"wharf and floats, derrick, breakwater",,343,-124.7115871067404,49.99118871591463
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,304,N,Campbell River,Port,"705 Island Hwy, Campbell River, BC","705 Island Hwy, Campbell River, BC",705 Island Hwy,V0N 1A0,Campbell River,,,,http://www.haa.bc.ca/harbour/campbell-river,,50.0224099,-125.2379068,Campbell River; Yaculta Bank.; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Campbell River Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, garbage, water, storage, pay phone, pumpout, parking, restroom facilities",BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours,Fishing ,"wharf and floats, launch, plane float, derrick, breakwater",,541,-125.23790680206835,50.022409941935386
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,305,N,Cape Mudge,Port,"Quathiaski Cove, BC","Quathiaski Cove, BC",,V0P 1N0,Quathiaski Cove,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.023342,-125.197536,Cape Mudge; Quathiaski Cove; Quadra Island; Harbour; Fishing; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,wharf and floats,,261,-125.19753599586193,50.02334200372014
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,306,N,Campbell River (Discovery Harbour),Harbour,"Campbell River, BC","Box 73, Stn. A, Campbell River, BC  V9W 4Z9",,V9W 4Z9,Campbell River,,,,http://www.haa.bc.ca/harbour/discovery-harbour,,50.035753,-125.243477,Campbell River; Discovery Harbour; Fishing; Port; Small Craft Harbour; Marina,20200121073233,,Discovery Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, garbage, water, storage, pay phone, pumpout,  parking, restroom facilities",Harbour Authority of British Columbia; BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours,Fishing ,"wharf and floats, breakwater derrick",,535,-125.24347699844617,50.03575300228805
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,307,N,Wei Wai Kum Cruseship Terminal,Terminal,"1400 Weiwaikum Rd, Campbell River, BC","1400 Weiwaikum Rd, Campbell River, BC",1400 Weiwaikum Rd,V9W 5W8,Campbell River,,,,http://www.crband.ca/discovery-harbour-marina-campbell-river,,50.039666,-125.2431037,Campbell River; Weo Wai Kum; Cruiseship; Terminal,20200121073233,,Discovery Harbour Authority,Campbell River Indian band Economic Development,passengers,N/A,Wei Wai Kum First Nation; BC Ports Handbook 2014; Department of Fisheries and Oceans Harbour Authorities,Cruiseship,Max ship length 310 m,,393,-125.24310369730273,50.03966595438333
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,308,N,Discovery Terminal (Boliden Dock),Terminal,"Campbell River, BC","Box 8000, 2451 Spit Rd Campbell River, BC  V9W 5E2",,V9W 5E2,Campbell River,,,,http://www.crband.ca/,,50.042131,-125.2472895,Discovery; Terminal; Zinc; Copper; Gold; Campbell River,20200121073233,,Discovery Harbour Authority,Westmin Resources,"zinc, copper and gold",N/A,Wei Wai Kum First Nation; BC Ports Handbook 2014; Department of Fisheries and Oceans Harbour Authorities,Bulk,"length 122 m, depth 10.3 m",,331,-125.24728950355126,50.0421309613639
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,309,N,Quathiaski Cove,Port,"Quathiaski Cove, BC","730 Quathiaski Rd, PO Box 162, Quathiaski Cove, BC  V0P 1N0",,V0P 1N0,Quathiaski Cove,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.0425417,-125.2166,Quathiaski Cove; Quadra Island; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Quadra Island Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, garbage, lights, pay phone, restroom facilities, parking, laundry, water",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, launch",,487,-125.21659999348712,50.042541667831195
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,310,N,Cortes Bay,Harbour,"Cortes Island, BC","PO Box 243, Manson's Landing, BC  V0P 1K0",,V0P 1K0,Cortes Island,,,,http://www.haa.bc.ca/harbour/cortes-bay,,50.062314,-124.933211,Cortes Bay; Cortes Island; Harbour; Recreation; Small Craft Harbour; Marina,20200121073233,,Harbour Authority of Cortes Island ,DFO Small Craft Harbour,recreational,"moorage, hydro, lights, garbage, pay phone",BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours,Recreational,"wharf and floats, plane float",,307,-124.93321100494677,50.062314003468956
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,311,N,Mansons Landing,Port,"Cortes Island, BC","PO Box 329, Manson's Landing, BC  V0P 1K0",,V0P 1K0,Cortes Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.0717526,-124.9835559,Maderia Park; Pender Harbour; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Cortes Island,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, garbage, lights, pay phone",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick and plane float",,369,-124.9835558966793,50.07175257308541
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,312,N,Duncan Bay Barge Terminal,Terminal,"5951 Duncan Bay Rd, Campbell River, BC","5951 Duncan Bay Rd, Campbell River, BC",5951 Duncan Bay Rd,V9H 1N6,Campbell River,,,,http://campbell-river.cylex.ca/company/duncan-bay-barge-terminal-23379555.html,,50.0888109,-125.3063406,Duncan Bay; Barge; Terminal; Campbell River ,20200121073233,,Campbell River Harbour Authority,Transport Canada - Harbours and Ports,coal,"moves 500,000 tonnes of coal per year",Department of Fisheries and Ocean Harbour Authorities; BC Ports Handbook 2014,Bulk,3 Barge slips for loading and off-loading,,547,-125.30634059329464,50.08881094436016
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,313,N,Gorge Harbour,Port,"Whaletown, BC","PO Box 329, Manson's Landing, BC  V0P 1K0",,V0P 1K0,Whaletown,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.099537999999995,-125.020607,Gorge Harbour; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Cortes Island,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,wharf and floats,,383,-125.02060700456202,50.099538000634226
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,314,N,Heriot Bay,Port,"Quathiaski Cove, BC","730 Quathiaski Rd, PO Box 162, Quathiaski Cove, BC  V0P 1N0",,V0P 1N0,Quathiaski Cove,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.102536,-125.212884,Heriot Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Quadra Island Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, storage, restroom facilities, pay phone",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, float plane dock, launch and derrick",,531,-125.212883998445,50.102536002838185
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,315,N,Squirrel Cove,Port,"Cortes Island, BC","PO Box 329, Manson's Landing, BC  V0P 1K0",,V0P 1K0,Cortes Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.118697,-124.911467,Squirrel Cove; Cortes Island; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Cortes Island,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, pay phone",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick",,431,-124.9114669961511,50.11869700022029
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,316,N,Port Alice (Western Pulp),Terminal,"Port Alice, BC","PO Box 2000, 300 Marine Dr, Port Alice, BC  V0N 2N0",,V0N 2N0,Port Alice,,,,http://www.neucel.com/,,50.3824783,-127.4529487,Port Alice; Terminal; Woodpulp ,20200121073233,,Not available,Port Alice Specialty Cellulose Inc,bleached sulphite woodpulp,Outside storage space of 1393 sq m and shed space of 4515 sq m by 7.3 clear height,BC Ports Handbook 2014; Department of Fisheries and Oceans Harbour Authorities,Forest Products,"length 172 m, depth 9.1 m",,327,-127.45294869776572,50.38247831579163
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,317,N,Kelsey Bay,Port,"Sayward, BC","PO Box 43, Sayward, BC  V0P 1R0",,V0P 1R0,Sayward,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.3964088,-125.9604209,Kelsey Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Harbour Authority of Sayward,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, pay phone, parking",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, breakwater, derrick",,445,-125.96042090379248,50.39640876002749
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,318,N,Shoal Bay (East Thurlow Island),Harbour,"Thurlow Islands, BC","Thurlow Islands, BC",,,Thurlow Islands,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.458104999999996,-125.366407,Shoal Bay; East Thurlow Island; Harbour; Recreational; Small Craft Harbour ,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,recreational harbour,moorage,Department of Fisheries and Oceans Small Craft Harbours,Recreational,wharf and floats,,297,-125.36640700349925,50.45810500258761
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,319,N,Winter Harbour - Wharf and Floats,Port,"Winter Harbour, BC","General Delivery, Winter Harbour, BC  V0N 3L0",,V0N 3L0,Winter Harbour,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.512910999999995,-128.029181,Winter Harbour; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Winter Harbour Authority ,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pay phone, restroom facilities",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, plane float",,293,-128.0291809940135,50.51291099699557
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,320,N,Alert Bay,Port,"Alert Bay, BC","Bag Service 2800, Alert Bay, BC  V0N 1A0",,V0N 1A0,Alert Bay,,,,http://www.haa.bc.ca/harbour/alert-bay,,50.588375,-126.93066,Alert Bay; Port; Malcolm Island; Fishing; Small Craft Harbour; Marina,20200121073233,,Alert Bay Harbour Authority ,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, parking, light, storage ",BC Ports Handbook 2014; Department of Fisheries and Oceans Small Craft Harbours,Fishing ,"wharf and floats, breakwater, derrick, plane float",,215,-126.9306599985722,50.58837499913686
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,321,N,Orca Quarry Marine Terminal,Terminal,"6505 Island Hwy, Port McNeill, BC","6505 Island Hwy, Port McNeill, BC",6505 Island Hwy,V0N 2R0,Port McNeill,,,,http://www.polarismaterials.com/operations-projects/orca-quarry/,,50.5895834,-127.0516182,Port McNeill; Aggregates; Terminal; Orca; Quarry ,20200121073233,,The Corporation of the District of Port McNeill,Polaris Materials,construction aggregates,"Ship loading facility capable of loading vessels with a capacity of up to 70,000 tonnes",Polaris Materials; BC Ports Handbook 2014; Department of Fisheries and Oceans Harbour Authorities,Bulk,"Total length 213 m, depth 15 m",,469,-127.05161819831135,50.58958341117452
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,322,N,Port McNeill,Port,"Port McNeill, BC","Box 1389, 1775 Grenville Place, Port McNeill, BC  V0N 2R0",,V0N 2R0,Port McNeill,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.5914417,-127.0886892,Port McNeill; Port; Fishing; Core; Small Craft Harbour ,20200121073233,,The Corporation of the District of Port McNeill,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, security, parking, pumpout, storage, fuel sales, restroom facilities, laundry, pay phone, fuel sales",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing ,"wharf and floats, breakwater, launch, plane float and derrick",,459,-127.08868919569754,50.591441703061186
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,323,N,Minstrel Island - Wharf and Floats,Harbour,"Minstrel Island, BC","Minstrel Island, BC",,,Minstrel Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.6134301,-126.3054136,Minstrel Island; Harbour; Recreational; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,recreational,moorage,Department of Fisheries and Oceans Small Craft Harbours,Recreational,wharf and floats,,455,-126.30541359639145,50.61343004834834
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,324,N,Mitchell Bay,Port,"Sointula, BC","PO Box 202, Sointula, BC  V0N 3E0",,V0N 3E0,Sointula,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.630395,-126.85113799999999,Malcolm Island; Core; Mitchell Bay; Fishing; Port; Small Craft Harbour,20200121073233,,Malcolm Island Lions Club,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,wharf and floats,,391,-126.85113799870612,50.6303949992526
