"source","table","region","port_complex_group","port_complex","year","category","comm_name_orig","comm_name","sci_name","landings_n"
"CDFW 2016","Annual CPFV 2.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2015,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",176
"CDFW 2016","Annual CPFV 2.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2015,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",3
"CDFW 2016","Annual CPFV 2.pdf","Southern","Los Angeles","Seal Beach-Long Beach-San Pedro",2015,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",1728
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",4179
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",15252
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",167
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",3718
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",308
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",10
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",718
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",1
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",232177
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",141496
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",10145
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",1901
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",12981
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",945
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",14162
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",4169
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",11
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",75
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Other species","Seabass, white","White seabass","Atractoscion nobilis",192
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",248
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",3340
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",52
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1353
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1146
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",104623
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",6
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",38
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Roundfish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",7
"CDFW 2016","Annual CPFV 2.pdf","Southern","San Diego","San Diego-Mission Bay",2015,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",2478
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",5
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",8
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",136
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",228
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",34
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",40
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",18
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",26640
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",22
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",6080
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",7
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1352
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",630
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",24523
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",823
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",7721
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Eureka","Fort Bragg-Eureka-Crescent City",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",2585
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",228
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",320
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",24
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",401
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",19
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",46304
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",99
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",558
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",18
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",3
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",34033
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",4031
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",5002
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",57952
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",769
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",9139
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Bodega Bay","Princeton-Bodega Bay",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",2479
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",2
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",290
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",2787
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",38
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",277
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",14
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",84
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",58360
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",1589
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",7084
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",122
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",3
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",18224
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",78
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",4200
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1755
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",101980
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",133
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",13213
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","San Francisco","San Francisco-SF Bay-Delta",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",13894
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",84
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",4112
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Flatfish","Halibut, California","California halibut","Paralichthys californicus",53
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Flatfish","Flatfishes, unspecified","Flatfish","Pleuronectiformes spp.",20
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Flatfish","Sanddab","Sanddab","Citharichthys spp.",45854
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Highly migratory species","Tuna, albacore","Albacore tuna","Thunnus alalunga",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Highly migratory species","Other highly migratory spp","Other highly migratory species","Osteichthyes spp.",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Highly migratory species","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Bass, barred sand","Barred sand bass","Paralabrax nebulifer",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Sheephead, California","California sheephead","Semicossyphus pulcher",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Fishes, unspecified","Fish","Osteichthyes spp.",8
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Invertebrates, unspecified","Invertebrate","Invertebrate spp.",13793
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Bass, kelp (calico)","Kelp bass","Paralabrax clathratus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Shark, unspecified","Shark","Selachimorpha spp.",1
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Bass, striped","Striped bass","Morone saxatilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",3
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Other species","Seabass, white","White seabass","Atractoscion nobilis",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",33311
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Rockfish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",4621
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",10038
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Rockfish","Rockfishes, unspecified","Rockfish","Sebastes spp.",57312
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",388
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",13175
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Monterey","Monterey-Moss Landing-Santa Cruz",2016,"Salmon","Salmon, king (Chinook)","Chinook salmon","Oncorhynchus tshawytscha",49
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Coastal pelagic species","Barracuda, California","California barracuda","Sphyraena argentea",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Coastal pelagic species","Bonito, Pacific","Pacific bonito","Sarda chiliensis",16
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Coastal pelagic species","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",0
"CDFW 2017","AnnualPortSideLogReport.pdf","Northern","Morro Bay","Avila Beach-Morro Bay",2016,"Coastal pelagic species","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",0
